session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
PRWI-0120|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0120,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,9,Late (9-10am),10.0,27.2000007629395,83.6999969482422,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
PRWI-0124|2018-06-06|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0124,PRWI 3,2018-06-06,1,Elizabeth Oswald,2018-06,June,23,30,8,Mid (7-8am),10.0,17.7999992370605,76.6999969482422,15-20C,60-80%,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,7,9,0,0,0.0,False
PRWI-0124|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0124,PRWI 3,2018-07-04,2,Brian Swimelar,2018-07,July,27,58,8,Mid (7-8am),10.0,26.7000007629395,87.1999969482422,25-30C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,11,11,1,0,9.09,True
PRWI-0125|2018-06-06|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0125,PRWI 3,2018-06-06,1,Elizabeth Oswald,2018-06,June,23,30,8,Mid (7-8am),10.0,17.5,81.0999984741211,15-20C,>80%,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,6,6,0,0,0.0,False
PRWI-0125|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0125,PRWI 3,2018-07-04,2,Brian Swimelar,2018-07,July,27,58,7,Mid (7-8am),10.0,26.5,86.3000030517578,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,8,0,0,0.0,False
PRWI-0129|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0129,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,7,Mid (7-8am),10.0,19.1000003814697,71.3000030517578,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,12,13,1,0,7.69,True
PRWI-0129|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0129,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,7,Mid (7-8am),10.0,25.2999992370605,85.5,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,6,10,3,0,30.0,True
PRWI-0132|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0132,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,8,Mid (7-8am),10.0,18.7000007629395,72.6999969482422,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,12,0,0,0.0,False
PRWI-0132|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0132,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,8,Mid (7-8am),10.0,25.5,87.8000030517578,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,14,19,1,0,5.26,True
PRWI-0143|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0143,PRWI 4,2018-06-07,1,Brian Swimelar,2018-06,June,23,31,7,Mid (7-8am),10.0,23.0,60.0999984741211,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,1,0,16.67,True
PRWI-0143|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0143,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,7,Mid (7-8am),10.0,25.2999992370605,83.1999969482422,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,11,0,0,0.0,False
PRWI-0144|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0144,PRWI 4,2018-06-07,1,Brian Swimelar,2018-06,June,23,31,7,Mid (7-8am),10.0,23.0,58.2000007629395,20-25C,40-60%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,8,0,0,0.0,False
PRWI-0144|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0144,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,7,Mid (7-8am),10.0,25.0,84.0999984741211,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,8,1,0,12.5,True
PRWI-0145|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0145,PRWI 4,2018-06-07,1,Brian Swimelar,2018-06,June,23,31,7,Mid (7-8am),10.0,23.0,60.0999984741211,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,0,0,0.0,False
PRWI-0145|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0145,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,7,Mid (7-8am),10.0,25.5,82.8000030517578,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,0,0,0.0,False
PRWI-0173|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0173,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,10,Late (9-10am),10.0,20.1000003814697,74.9000015258789,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,10,12,1,0,8.33,True
PRWI-0173|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0173,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,7,Mid (7-8am),10.0,25.0,79.4000015258789,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,8,10,1,0,10.0,True
PRWI-0175|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0175,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,8,Mid (7-8am),10.0,19.3999996185303,74.3000030517578,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,11,14,1,0,7.14,True
PRWI-0175|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0175,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,7,Mid (7-8am),10.0,25.8999996185303,87.0,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,9,1,0,11.11,True
PRWI-0181|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0181,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,7,Mid (7-8am),10.0,17.5,73.4000015258789,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,8,8,1,0,12.5,True
PRWI-0181|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0181,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,6,Early (5-6am),10.0,24.8999996185303,85.9000015258789,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,8,8,1,0,12.5,True
PRWI-0186|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0186,PRWI 4,2018-06-07,1,Brian Swimelar,2018-06,June,23,31,5,Early (5-6am),10.0,18.0,70.1999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,10,11,0,0,0.0,False
PRWI-0186|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0186,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,9,Late (9-10am),10.0,27.8999996185303,79.0999984741211,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,12,16,0,0,0.0,False
PRWI-0189|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0189,PRWI 4,2018-06-07,1,Brian Swimelar,2018-06,June,23,31,6,Early (5-6am),10.0,22.1000003814697,58.5999984741211,20-25C,40-60%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,9,0,0,0.0,False
PRWI-0189|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0189,PRWI 4,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,6,Early (5-6am),10.0,25.5,80.9000015258789,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,14,0,0,0.0,False
PRWI-0196|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0196,PRWI 7,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,6,Early (5-6am),10.0,16.7999992370605,77.9000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,2,0,28.57,True
PRWI-0196|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0196,PRWI 7,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,7,Mid (7-8am),10.0,24.0,81.5,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,5,6,1,0,16.67,True
PRWI-0199|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0199,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,9,Late (9-10am),10.0,20.3999996185303,79.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,12,0,0,0.0,False
PRWI-0199|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0199,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,7,Mid (7-8am),10.0,24.6000003814697,83.0,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,7,0,0,0.0,False
PRWI-0206|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0206,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,6,Early (5-6am),10.0,17.2999992370605,76.6999969482422,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,13,2,0,15.38,True
PRWI-0206|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0206,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,6,Early (5-6am),10.0,25.0,86.4000015258789,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,12,17,2,0,11.76,True
PRWI-0220|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0220,PRWI 7,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,5,Early (5-6am),10.0,18.8999996185303,64.0999984741211,15-20C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,10,11,0,0,0.0,False
PRWI-0220|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0220,PRWI 7,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,5,Early (5-6am),10.0,24.2000007629395,80.0999984741211,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,9,1,0,11.11,True
PRWI-0223|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0223,PRWI 7,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,6,Early (5-6am),10.0,16.8999996185303,75.1999969482422,15-20C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,9,9,2,0,22.22,True
PRWI-0223|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0223,PRWI 7,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,6,Early (5-6am),10.0,24.1000003814697,82.5,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,10,11,0,0,0.0,False
PRWI-0227|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0227,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,9,Late (9-10am),10.0,19.7000007629395,75.3000030517578,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,8,10,0,0,0.0,False
PRWI-0227|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0227,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,8,Mid (7-8am),10.0,24.7999992370605,82.1999969482422,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,11,12,1,0,8.33,True
PRWI-0233|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0233,PRWI 5,2018-06-07,1,Kimberly Serno,2018-06,June,23,31,6,Early (5-6am),10.0,18.2999992370605,70.1999969482422,15-20C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,13,1,0,7.69,True
PRWI-0233|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0233,PRWI 5,2018-07-05,2,Elizabeth Oswald,2018-07,July,27,59,5,Early (5-6am),10.0,24.7999992370605,85.0,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,11,12,2,0,16.67,True
PRWI-0238|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0238,PRWI 17,2018-06-09,1,Elizabeth Oswald,2018-06,June,23,33,7,Mid (7-8am),10.0,21.7000007629395,89.0999984741211,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Serious effect on count,8,8,1,0,12.5,True
PRWI-0238|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0238,PRWI 17,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,7,Mid (7-8am),10.0,26.7999992370605,81.6999969482422,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,6,6,1,0,16.67,True
PRWI-0253|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0253,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,8,Mid (7-8am),10.0,18.3999996185303,81.6999969482422,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,11,0,0,0.0,False
PRWI-0253|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0253,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,9,Late (9-10am),10.0,29.0,84.0999984741211,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,7,8,0,0,0.0,False
PRWI-0268|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0268,PRWI 17,2018-06-09,1,Elizabeth Oswald,2018-06,June,23,33,7,Mid (7-8am),10.0,21.3999996185303,87.3000030517578,20-25C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,13,1,0,7.69,True
PRWI-0268|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0268,PRWI 17,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,7,Mid (7-8am),10.0,25.7999992370605,82.9000015258789,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,9,11,1,0,9.09,True
PRWI-0273|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0273,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,6,Early (5-6am),10.0,17.7000007629395,65.0999984741211,15-20C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,17,17,1,0,5.88,True
PRWI-0273|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0273,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,10,Late (9-10am),10.0,32.0,92.0,>30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,7,0,0,0.0,False
PRWI-0276|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0276,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,9,Late (9-10am),10.0,20.8999996185303,73.6999969482422,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,6,8,0,0,0.0,False
PRWI-0276|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0276,PRWI 6,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,5,Early (5-6am),10.0,24.8999996185303,78.9000015258789,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,12,0,0,0.0,False
PRWI-0277|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0277,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,10,Late (9-10am),10.0,22.2000007629395,65.4000015258789,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,9,11,0,0,0.0,False
PRWI-0277|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0277,PRWI 6,2018-07-05,2,Kimberly Serno,2018-07,July,27,59,6,Early (5-6am),10.0,25.0,83.5999984741211,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,11,0,0,0.0,False
PRWI-0282|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0282,PRWI 7,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,7,Mid (7-8am),10.0,16.7000007629395,84.5,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,10,0,0,0.0,False
PRWI-0282|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0282,PRWI 7,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,6,Early (5-6am),10.0,24.3999996185303,79.1999969482422,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,6,0,0,0.0,False
PRWI-0287|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0287,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,8,Mid (7-8am),10.0,18.7000007629395,76.4000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,12,14,0,0,0.0,False
PRWI-0287|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0287,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,9,Late (9-10am),10.0,26.6000003814697,83.5,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,8,11,0,0,0.0,False
PRWI-0289|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0289,PRWI 8,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,9,Late (9-10am),10.0,19.1000003814697,75.5999984741211,15-20C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,10,13,1,0,7.69,True
PRWI-0289|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0289,PRWI 8,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,8,Mid (7-8am),10.0,25.3999996185303,85.0999984741211,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,10,11,1,0,9.09,True
PRWI-0298|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0298,PRWI 17,2018-06-09,1,Elizabeth Oswald,2018-06,June,23,33,6,Early (5-6am),10.0,21.5,82.4000015258789,20-25C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,14,16,2,0,12.5,True
PRWI-0298|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0298,PRWI 17,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,7,Mid (7-8am),10.0,26.0,80.5999984741211,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,13,1,0,7.69,True
PRWI-0313|2018-06-07|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0313,PRWI 7,2018-06-07,1,Elizabeth Oswald,2018-06,June,23,31,7,Mid (7-8am),10.0,17.2999992370605,82.0,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,4,5,0,0,0.0,False
PRWI-0313|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0313,PRWI 7,2018-07-02,2,Kimberly Serno,2018-07,July,27,56,6,Early (5-6am),10.0,24.5,79.6999969482422,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,7,0,0,0.0,False
PRWI-0321|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0321,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,9,Late (9-10am),10.0,24.3999996185303,70.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,0,0,0.0,False
PRWI-0321|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0321,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,9,Late (9-10am),10.0,28.6000003814697,89.4000015258789,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,4,0,0,0.0,False
PRWI-0325|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0325,PRWI 16,2018-06-10,1,Brian Swimelar,2018-06,June,23,34,6,Early (5-6am),10.0,20.8999996185303,85.4000015258789,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,6,0,0,0.0,False
PRWI-0325|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0325,PRWI 16,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,8,Mid (7-8am),10.0,26.7999992370605,81.6999969482422,25-30C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,10,10,1,0,10.0,True
PRWI-0333|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0333,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,8,Mid (7-8am),10.0,16.1000003814697,87.8000030517578,15-20C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,10,15,3,0,20.0,True
PRWI-0333|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0333,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,9,Late (9-10am),10.0,30.7000007629395,90.4000015258789,>30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,0,0.0,False
PRWI-0334|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0334,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,8,Mid (7-8am),10.0,18.3999996185303,85.5999984741211,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,10,1,0,10.0,True
PRWI-0334|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0334,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,9,Late (9-10am),10.0,28.2000007629395,90.5,25-30C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,7,0,0,0.0,False
PRWI-0338|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0338,PRWI 9,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,7,Mid (7-8am),10.0,17.2000007629395,83.1999969482422,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,8,1,0,12.5,True
PRWI-0338|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0338,PRWI 9,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,7,Mid (7-8am),10.0,28.6000003814697,88.5,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,0,0.0,False
PRWI-0349|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0349,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,9,Late (9-10am),10.0,24.8999996185303,67.5,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,8,0,0,0.0,False
PRWI-0349|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0349,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,8,Mid (7-8am),10.0,28.8999996185303,89.0999984741211,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,7,0,0,0.0,False
PRWI-0353|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0353,PRWI 16,2018-06-10,1,Brian Swimelar,2018-06,June,23,34,5,Early (5-6am),10.0,20.2000007629395,82.5999984741211,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,8,0,0,0.0,False
PRWI-0353|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0353,PRWI 16,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,9,Late (9-10am),10.0,27.3999996185303,79.9000015258789,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,9,1,1,11.11,True
PRWI-0355|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0355,PRWI 16,2018-06-10,1,Brian Swimelar,2018-06,June,23,34,6,Early (5-6am),10.0,24.0,83.1999969482422,20-25C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,Slight effect on count,4,5,0,0,0.0,False
PRWI-0355|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0355,PRWI 16,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,9,Late (9-10am),10.0,27.3999996185303,80.9000015258789,25-30C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,7,8,0,0,0.0,False
PRWI-0359|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0359,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,7,Mid (7-8am),10.0,14.8000001907349,84.9000015258789,<15C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,14,15,0,0,0.0,False
PRWI-0359|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0359,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,10,Late (9-10am),10.0,31.5,88.3000030517578,>30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,12,15,0,0,0.0,False
PRWI-0360|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0360,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,7,Mid (7-8am),10.0,14.3000001907349,80.4000015258789,<15C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,14,0,0,0.0,False
